VPOP,AKT,AKTi,AKTi_blood,AKTi_C,AKTi_gut,BRAF,CELLS,CRAF,ERK,ERKi,ERKi_blood,ERKi_C,ERKi_gut,FB1,FB2,FB3,FB4,MEK,MEKi,MEKi_blood,MEKi_C,MEKi_gut,MEKi_V3,PI3K,RAFi,RAFi_blood,RAFi_C,RAFi_gut,RAS,RTK1,RTK1i,RTK1i_blood,RTK1i_C,RTK1i_gut,RTK2,RTK3,S6,TD1,AKTb,AKTt,BRAFb,BRAFt,CRAFb,CRAFt,dmax,ERKb,ERKt,F1,F2,F3,F4,F5,G13,G14,G23,G24,G33,G34,Gspry,Gdusp,k1,k2,k3,k4,k5,k6,k7,k8,ka1,ka2,ka3,ka4,ka5,ke1,ke2,ke3,ke4,ke5,kFB1,kFB2,kFB3,kFB4,kg,ki1,ki2,ki3,ki4,ki5,MEKb,MEKt,p1,p2,p3,p4,p5,PI3Kb,PI3Kt,q2,r1,r2,r3,r4,r5,RASb,RASt,RTK1b,RTK1t,RTK2b,RTK2t,RTK3b,RTK3t,S6b,S6t,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tauFB1,tauFB2,tauFB3,tauFB4,taug,taui1,taui2,taui3,taui4,taui5,umax,V1,V2,V3,V3b,V4,V5,Vmax,wOR,wRAS,PW
887,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.969591451,0.0354018,0,1,1,1,1,1,1,0.76279902,0,0,0,0,0,0.226007853,0.242712377,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.010925357,3.753915383,1,1,1,1,1,0.224800346,1,210,3.435989897,1.167725843,0.959576785,1,10,0.072980159,2.72037469,0,0.363409126,0,0.145642639,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.811470835,0
888,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.189868254,0.038325915,0,1,1,1,1,1,1,0.206644981,0,0,0,0,0,0.114380623,0.787418537,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.004767607,4.771298731,1,1,1,1,1,0.096915785,1,210,3.435989897,1.167725843,0.959576785,1,10,0.086966038,1.331058199,0,6.071094407,0,0.000681289,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.950000402,0.920148791,5.43993E-13
889,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.172680949,0,0.894340072,0.040932055,0,1,1,1,1,1,1,0.093274784,0,0,0,0,0,1,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.010103719,0.828119211,1,1,1,1,1,0.007540151,1,210,3.435989897,1.167725843,0.959576785,1,10,0.017299042,0.322867368,0,0.070176828,0,0.015546842,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.894689136,0.000179637
890,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.789789394,0.03861503,0,1,1,1,1,1,1,0.378410795,0,0,0,0,0,1,0.517192255,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.000836582,0.974976637,1,1,1,1,1,0.240283211,1,210,3.435989897,1.167725843,0.959576785,1,10,0.00703609,1.242461151,0,0.637775297,0,0.109288069,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.838172347,0.821049913,2.08E-13
891,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,2.638182586,0,0.902826965,0.036885924,0,1,1,1,1,1,1,0.312566934,0,0,0,0,0,0.054420222,0.453381218,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.006330217,0.862599218,1,1,1,1,1,0.001057269,1,210,3.435989897,1.167725843,0.959576785,1,10,0.015326364,0.440438216,0,0.189113623,0,0.128818991,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.980295169,0.775952327,0.000179637
892,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.841963681,0.040235296,0,1,1,1,1,1,1,0.643075589,0,0,0,0,0,0.409245388,0.603634697,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.001960735,0.127923758,1,1,1,1,1,0.016490791,1,210,3.435989897,1.167725843,0.959576785,1,10,0.004643798,1.83464107,0,1.00702106,0,0.138556283,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.972324278,0.862089384,4.0572E-09
893,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.060845521,0,1.037087567,0.038471408,0,1,1,1,1,1,1,0.319226412,0,0,0,0,0,0.142917066,0.336963585,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.000808162,6.043132056,1,1,1,1,1,0.192042984,1,210,3.435989897,1.167725843,0.959576785,1,10,0.094975711,0.90785141,0,0.029686991,0,0.023520916,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.971732882,0.734484055,0
894,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.548576628,0,1.123070633,0.042184656,0,1,1,1,1,1,1,0.219902208,0,0,0,0,0,0.459442013,0.771814135,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.000335591,2.062146848,1,1,1,1,1,0.331078529,1,210,3.435989897,1.167725843,0.959576785,1,10,0.029472187,1.446178765,0,0.68156546,0,0.09110758,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.82723413,0.946798592,0.002631579
895,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.552616251,0,0.964991232,0.037745933,0,1,1,1,1,1,1,0.500643026,0,0,0,0,0,0.486100842,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.0050905,6.324766773,1,1,1,1,1,0.002269298,1,210,3.435989897,1.167725843,0.959576785,1,10,0.061403521,1.58377681,0,1.053788175,0,0.895101051,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.998728195,0.945672766,0.001190476
896,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,2.486106334,0,0.985561871,0.039305345,0,1,1,1,1,1,1,0.438528393,0,0,0,0,0,1,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.000776296,1.046604316,1,1,1,1,1,0.024487597,1,210,3.435989897,1.167725843,0.959576785,1,10,0.007989802,14.07645517,0,0.292196465,0,0.104373474,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.989529487,0.900016532,0
897,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.048120764,0,0.967690137,0.039306778,0,1,1,1,1,1,1,0.18786898,0,0,0,0,0,0.20622362,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.083984759,5.202157535,1,1,1,1,1,0.006370074,1,210,3.435989897,1.167725843,0.959576785,1,10,0.00984751,0.802338594,0,0.475817649,0,0.145010484,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.93139638,1.73294E-13
898,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,5.781647336,0,1.110584427,0.03766835,0,1,1,1,1,1,1,1,0,0,0,0,0,0.725490057,0.592499132,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.000432038,1.7463072,1,1,1,1,1,0.301401179,1,210,3.435989897,1.167725843,0.959576785,1,10,0.105478897,4.538606718,0,0.102244834,0,0.008584846,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.972857444,0.956214074,1.73294E-13
899,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.195068898,0.040295313,0,1,1,1,1,1,1,0.545769297,0,0,0,0,0,1,0.682337699,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.07765442,0.390367728,1,1,1,1,1,1.390440025,1.390440025,210,3.435989897,1.167725843,0.959576785,1,10,0.01226837,1.046314455,0,1.114465046,0,0.005023446,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.731663866,0
900,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,6.956620935,0,0.893605131,0.032461413,0,1,1,1,1,1,1,0.339640693,0,0,0,0,0,0.568424334,0.824575057,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.01904351,1.309400499,1,1,1,1,1,0.013734631,1,210,3.435989897,1.167725843,0.959576785,1,10,0.05551836,0.427756601,0,0.961838097,0,0.461822664,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.855650647,1.23335E-08
901,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,2.030234178,0,1.124533419,0.041178777,0,1,1,1,1,1,1,0.223782344,0,0,0,0,0,0.278023393,0.328850904,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.008283019,2.851475886,1,1,1,1,1,0.008063334,1,210,3.435989897,1.167725843,0.959576785,1,10,0.012916496,4.764806607,0,0.000394203,0,0.004085303,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.930356569,0.770052926,6.93088E-09
902,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.989445159,0.045751681,0,1,1,1,1,1,1,0.380593154,0,0,0,0,0,0.748133013,0.615619248,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.006267461,2.981513453,1,1,1,1,1,0.013455376,1,210,3.435989897,1.167725843,0.959576785,1,10,0.107817664,0.266630438,0,0.177755433,0,0.295665194,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.993774474,1,0.000179637
903,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.421403018,0,1.009224832,0.043389704,0,1,1,1,1,1,1,0.46072428,0,0,0,0,0,1,0.166930121,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,2.988061525,2.988061525,1,1,1,1,1,1.377303968,1.377303968,210,3.435989897,1.167725843,0.959576785,1,10,0.067082659,2.502218682,0,0.509617057,0,0.939211118,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.873453665,0.002631579
904,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.830066589,0,1.215955612,0.044901258,0,1,1,1,1,1,1,0.405984511,0,0,0,0,0,0.193091087,0.317209418,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.003664061,8.755765833,1,1,1,1,1,0.017575981,1,210,3.435989897,1.167725843,0.959576785,1,10,0.494226473,0.543246344,0,0.08583855,0,0.047057216,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.825382929,0.002631579
905,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.908502352,0.039428279,0,1,1,1,1,1,1,0.226667776,0,0,0,0,0,0.616742437,0.347795862,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.008458442,1.297570361,1,1,1,1,1,0.045018796,1,210,3.435989897,1.167725843,0.959576785,1,10,0.36265195,1.930302386,0,0.029310833,0,0.009139083,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.943994417,0
906,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.046521224,0.033839543,0,1,1,1,1,1,1,0.884924896,0,0,0,0,0,1,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.105113715,0.402882846,1,1,1,1,1,0.003042052,1,210,3.435989897,1.167725843,0.959576785,1,10,0.136448276,15.38465886,0,0.16728115,0,0.030435089,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.944243526,0
907,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.701994453,0,0.925591532,0.039740732,0,1,1,1,1,1,1,0.257949446,0,0,0,0,0,0.119673342,0.234748292,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.00099593,3.444949515,1,1,1,1,1,0.243109441,1,210,3.435989897,1.167725843,0.959576785,1,10,0.061089387,12.29144171,0,10.37773584,0,0.132398936,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.979930131,0.001190476
908,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.915821029,0.043307249,0,1,1,1,1,1,1,0.25341719,0,0,0,0,0,0.365932256,0.201569037,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.007741718,0.833409895,1,1,1,1,1,0.620988919,1,210,3.435989897,1.167725843,0.959576785,1,10,0.288034711,2.744441573,0,1.560963345,0,0.077840419,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.966075269,0
909,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.949716949,0.037237803,0,1,1,1,1,1,1,0.587265235,0,0,0,0,0,0.803864432,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.002802282,0.387908663,1,1,1,1,1,0.068238416,1,210,3.435989897,1.167725843,0.959576785,1,10,0.056729907,2.698729534,0,0.602292075,0,0.706532178,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.956474975,0
910,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,9.156198867,0,1.059737081,0.052178014,0,1,1,1,1,1,1,0.64516982,0,0,0,0,0,0.612248763,0.393581133,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.187567472,0.688000203,1,1,1,1,1,0.001463223,1,210,3.435989897,1.167725843,0.959576785,1,10,0.048141004,1.120651188,0,3.301025746,0,0.010659889,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.802147036,0.860208751,0.017152433
911,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.107926773,0.040925429,0,1,1,1,1,1,1,1,0,0,0,0,0,0.279299364,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.000732498,3.803154587,1,1,1,1,1,0.003695517,1,210,3.435989897,1.167725843,0.959576785,1,10,0.080987458,1.026388534,0,0.532204355,0,0.503373078,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.899235681,0.871909451,2.08E-13
912,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.126275541,0,1.124958054,0.034620602,0,1,1,1,1,1,1,0.471534479,0,0,0,0,0,0.202229559,0.58019952,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.012435259,0.391582144,1,1,1,1,1,0.011514069,1,210,3.435989897,1.167725843,0.959576785,1,10,0.091160758,3.594074944,0,0.094319411,0,2.041583964,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.782041709,0
913,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,3.503917219,0,0.85722494,0.037505537,0,1,1,1,1,1,1,0.453059483,0,0,0,0,0,0.303226951,0.626327051,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.010890673,0.890298675,1,1,1,1,1,0.089475601,1,210,3.435989897,1.167725843,0.959576785,1,10,0.016767307,0.583068353,0,0.018875343,0,2.17012294,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.956359492,0.894886383,0
